curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
227,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
228,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
229,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
230,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
231,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
232,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
233,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
234,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
235,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
236,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
237,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
238,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
239,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
240,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
241,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
242,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
243,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
244,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
245,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
246,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
247,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
248,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
249,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
250,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
251,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
252,0.7328199052132701,['H1PF14', 'H2WP14', 'H1GH21', 'H1FS11', 'H2FV4', 'H2EE12', 'H2PF4', 'H2PF14', 'H2PF16', 'H2PF27', 'H1FS1', 'H2TO1', 'H2PF13', 'H2DS12', 'H1ED2', 'S62R', 'H2FS7', 'H2EE14', 'H1PF16', 'H2DS14', 'H2WP13', 'H2FV6', 'H1PF25', 'H1IR3', 'H2TO26', 'H2PF15', 'H2SE4', 'H2FS8', 'H1ED24', 'H2DS3', 'H1DS13', 'H2FS3', 'H2PF8', 'H1WP1', 'S62Q', 'H2FS9', 'H1TS3', 'H2DS3', 'H2PF9', 'S60N', 'H1DA2', 'H2FS17', 'S60M', 'H2FS12', 'H1PF24', 'H2FS1', 'H2PR5', 'H1PF8', 'H2GH25', 'H2PF30', 'H2GH26', 'H2DS8', 'H1DS12', 'H1DS6', 'H2PF12', 'S62R', 'H1FS2', 'H1TO50', 'H1WP7', 'H2FS9', 'H1EE5', 'H1PF10', 'H1GH29', 'H1TO3', 'H1PF4'],54,79,21
