curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
90,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
91,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
92,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
93,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
94,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
95,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
96,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
97,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
98,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
99,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
100,0.705568720379147,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H1DS11', 'H2FV2', 'H2SE4', 'H2DS3', 'H1FS4', 'H2PF26', 'H2FS8', 'H2GH23', 'H1ED2', 'H1PF14', 'H2PF10', 'H1PF26', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF1', 'H1FS17', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'S45C', 'H2FS15', 'H1PF30', 'H2ED16', 'H1FS6', 'H1FS13', 'H1EE7', 'H2FS18', 'H1WP2'],3,68,27
101,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
102,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
103,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
104,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
105,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
106,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
107,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
108,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
109,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
110,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
111,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
112,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
113,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
114,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
115,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
116,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
117,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
118,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
119,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
120,0.707345971563981,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],19,62,30
