curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
152,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
153,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
154,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
155,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
156,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
157,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
158,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
159,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
160,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
161,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
162,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
163,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
164,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
165,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
166,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
167,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
168,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
169,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
170,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
171,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
172,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
173,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
174,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
175,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
176,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
177,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
178,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
179,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
180,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
181,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
182,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
