curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
163,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
164,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
165,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
166,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
167,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
168,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
169,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
170,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
171,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
172,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
173,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
174,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
175,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
176,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
177,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
178,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
179,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
180,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
181,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
182,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
183,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
184,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
185,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
186,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
187,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
188,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
189,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
190,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
191,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
192,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
193,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
194,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
195,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
196,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
197,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
198,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
199,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
200,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
201,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
202,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
203,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
204,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
205,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
206,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
207,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
208,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
209,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
210,0.705568720379147,['H2PF5', 'H1DS10', 'H1PF33', 'H1ED17', 'H2PR4', 'H2ED14', 'H2WP3', 'H1PF23', 'H1RM14', 'H2DS9', 'H2PF21', 'H1DA6', 'H2TO1', 'H2FS9', 'H2DS3', 'H2FS8', 'H1DS6', 'H2EE12', 'H1ED2', 'S60M', 'S62O', 'H2FS18', 'H1FS15', 'H1DS10', 'H1EE7', 'H1FS10', 'H1WP10', 'H1FS5', 'H1EE5', 'H1PF23'],66,12,3
211,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
212,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
213,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
214,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
215,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
216,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
217,0.7061611374407583,['H2PF22', 'H2PF25', 'H2FS10', 'H1ED7', 'H1PF33', 'H2PF26', 'H1FS2', 'S62B', 'S60N', 'H2FS12', 'H1DS14', 'H2DS7', 'H1DS9', 'H2WP3', 'H1TO1', 'H2FS7', 'H2FS1', 'H2TO11', 'H1PF16', 'H1PF33', 'S62M', 'H1PF2', 'H2ED12', 'H1PF35', 'H1FS19', 'S60M', 'H2DS7', 'PC40', 'H1PF25', 'H2DS6'],62,30,19
