curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
242,0.7298578199052133,['H1DS12', 'H2TO11', 'H2FS7', 'H1TO3', 'H2DS2', 'H2FS12', 'H1DS14', 'H2PF29', 'H1DS11', 'H1ED9', 'H1EE7', 'H1PF16', 'H2PF16', 'H1PF2', 'H2ED15', 'H2FS4', 'H1FS3', 'H2GH45', 'H1FS17', 'S60O'],16,8,12
243,0.7298578199052133,['H1DS12', 'H2TO11', 'H2FS7', 'H1TO3', 'H2DS2', 'H2FS12', 'H1DS14', 'H2PF29', 'H1DS11', 'H1ED9', 'H1EE7', 'H1PF16', 'H2PF16', 'H1PF2', 'H2ED15', 'H2FS4', 'H1FS3', 'H2GH45', 'H1FS17', 'S60O'],16,8,12
244,0.7298578199052133,['H1DS12', 'H2TO11', 'H2FS7', 'H1TO3', 'H2DS2', 'H2FS12', 'H1DS14', 'H2PF29', 'H1DS11', 'H1ED9', 'H1EE7', 'H1PF16', 'H2PF16', 'H1PF2', 'H2ED15', 'H2FS4', 'H1FS3', 'H2GH45', 'H1FS17', 'S60O'],16,8,12
245,0.7298578199052133,['H1DS12', 'H2TO11', 'H2FS7', 'H1TO3', 'H2DS2', 'H2FS12', 'H1DS14', 'H2PF29', 'H1DS11', 'H1ED9', 'H1EE7', 'H1PF16', 'H2PF16', 'H1PF2', 'H2ED15', 'H2FS4', 'H1FS3', 'H2GH45', 'H1FS17', 'S60O'],16,8,12
246,0.7298578199052133,['H1DS12', 'H2TO11', 'H2FS7', 'H1TO3', 'H2DS2', 'H2FS12', 'H1DS14', 'H2PF29', 'H1DS11', 'H1ED9', 'H1EE7', 'H1PF16', 'H2PF16', 'H1PF2', 'H2ED15', 'H2FS4', 'H1FS3', 'H2GH45', 'H1FS17', 'S60O'],16,8,12
247,0.7298578199052133,['H1DS12', 'H2TO11', 'H2FS7', 'H1TO3', 'H2DS2', 'H2FS12', 'H1DS14', 'H2PF29', 'H1DS11', 'H1ED9', 'H1EE7', 'H1PF16', 'H2PF16', 'H1PF2', 'H2ED15', 'H2FS4', 'H1FS3', 'H2GH45', 'H1FS17', 'S60O'],16,8,12
248,0.7298578199052133,['H1DS12', 'H2TO11', 'H2FS7', 'H1TO3', 'H2DS2', 'H2FS12', 'H1DS14', 'H2PF29', 'H1DS11', 'H1ED9', 'H1EE7', 'H1PF16', 'H2PF16', 'H1PF2', 'H2ED15', 'H2FS4', 'H1FS3', 'H2GH45', 'H1FS17', 'S60O'],16,8,12
249,0.7298578199052133,['H1DS12', 'H2TO11', 'H2FS7', 'H1TO3', 'H2DS2', 'H2FS12', 'H1DS14', 'H2PF29', 'H1DS11', 'H1ED9', 'H1EE7', 'H1PF16', 'H2PF16', 'H1PF2', 'H2ED15', 'H2FS4', 'H1FS3', 'H2GH45', 'H1FS17', 'S60O'],16,8,12
250,0.7298578199052133,['H1DS12', 'H2TO11', 'H2FS7', 'H1TO3', 'H2DS2', 'H2FS12', 'H1DS14', 'H2PF29', 'H1DS11', 'H1ED9', 'H1EE7', 'H1PF16', 'H2PF16', 'H1PF2', 'H2ED15', 'H2FS4', 'H1FS3', 'H2GH45', 'H1FS17', 'S60O'],16,8,12
251,0.7298578199052133,['H1DS12', 'H2TO11', 'H2FS7', 'H1TO3', 'H2DS2', 'H2FS12', 'H1DS14', 'H2PF29', 'H1DS11', 'H1ED9', 'H1EE7', 'H1PF16', 'H2PF16', 'H1PF2', 'H2ED15', 'H2FS4', 'H1FS3', 'H2GH45', 'H1FS17', 'S60O'],16,8,12
252,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
253,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
254,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
255,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
256,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
257,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
258,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
259,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
260,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
261,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
262,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
263,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
264,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
265,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
266,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
267,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
268,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
269,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
270,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
271,0.7322274881516587,['H2TO11', 'H1RM14', 'H2GH22', 'H1PF7', 'S62E', 'H2FS9', 'H1TO3', 'H1GH22', 'H1WP10', 'H1PF33', 'H2FS11', 'H2PF13', 'H1TO3', 'H1PF30', 'H1IR12', 'H1WP4', 'H2PF23', 'H1WP2', 'H1DS7', 'H1DS13'],11,47,4
272,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
273,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
274,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
275,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
276,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
277,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
278,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
279,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
280,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
281,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
282,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
283,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
284,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
285,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
286,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
287,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
288,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
289,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
290,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
291,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
292,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
293,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
294,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
295,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
296,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
297,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
298,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
299,0.7340047393364929,['H1PF31', 'H1PF26', 'H2FS17', 'H1FS6', 'S60K', 'H1TO9', 'H1PF25', 'H1PF7', 'H2FS14', 'H1DS10', 'H1TO3', 'H1PF10', 'H2PF10', 'H1RM14', 'H2WP13', 'H2DS14', 'H1GH22', 'H2TO11', 'H2PR3', 'H2FV7'],17,43,6
