curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
93,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
94,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
95,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
96,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
97,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
98,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
99,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
100,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
101,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
102,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
103,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
104,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
105,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
106,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
107,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
108,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
109,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
110,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
111,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
112,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
113,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
114,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
115,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
116,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
117,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
118,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
119,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
120,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
121,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
122,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
123,0.7257109004739336,['H2FV6', 'H1PF23', 'H1FS16', 'H2PF8', 'H1DS15', 'H1PF10', 'H2DS7', 'H2FS15', 'H2PF30', 'S62E', 'H2FS13', 'H1GH20', 'H2EE14', 'H2PF17', 'H2GH27', 'H1WP5', 'H1DA6', 'H2PF21', 'H1WP7', 'H2PF10', 'H1EE7', 'H1DS5', 'H2TO11', 'H1IR3', 'H2PR3', 'H1ED20', 'S62M', 'H1ED18', 'H2PF30', 'H1FS10', 'H2WP1', 'H2PF13', 'H1TO3', 'H2ED15', 'H2TO25', 'H2TO27', 'H2DS14', 'H1PF33', 'H2TO11', 'H1PF26', 'H2PF23', 'PA56', 'S60L', 'H2FV5', 'H2ED5', 'H1PF32', 'H2DS1', 'H2GH24', 'PA21', 'H1TO50', 'H2PF9', 'H2TO29', 'H1FS1', 'H2DS9', 'H2FS12'],63,91,50
