curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
237,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
238,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
239,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
240,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
241,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
242,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
243,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
244,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
245,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
246,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
247,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
248,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
249,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
250,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
251,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
252,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
253,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
254,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
255,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
256,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
257,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
258,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
259,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
260,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
261,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
262,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
263,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
264,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
265,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
266,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
267,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
268,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
269,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
270,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
271,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
272,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
273,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
274,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
275,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
276,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
277,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
278,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
279,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
280,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
281,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
282,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
283,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
284,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
285,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
286,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
287,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
288,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
289,0.7257109004739336,['H2DS9', 'H1EE7', 'S62E', 'H1TO3', 'H1ED20', 'H1PF8', 'H1PF25', 'H2DS4', 'H2GH24', 'H2FS3', 'H2ED16', 'H2PF15', 'H2ED3', 'H2DS13', 'H1TO9', 'H2DS1', 'H1RM14', 'H2ED11', 'H1SE4', 'H2TO28'],82,62,11
290,0.7280805687203792,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2PF28', 'H1GH29', 'H2FS6', 'H2DS10'],67,65,9
291,0.7280805687203792,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2PF28', 'H1GH29', 'H2FS6', 'H2DS10'],67,65,9
292,0.7280805687203792,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2PF28', 'H1GH29', 'H2FS6', 'H2DS10'],67,65,9
293,0.7280805687203792,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2PF28', 'H1GH29', 'H2FS6', 'H2DS10'],67,65,9
294,0.7280805687203792,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2PF28', 'H1GH29', 'H2FS6', 'H2DS10'],67,65,9
295,0.7280805687203792,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2PF28', 'H1GH29', 'H2FS6', 'H2DS10'],67,65,9
296,0.7280805687203792,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2PF28', 'H1GH29', 'H2FS6', 'H2DS10'],67,65,9
297,0.7280805687203792,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2PF28', 'H1GH29', 'H2FS6', 'H2DS10'],67,65,9
298,0.7280805687203792,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2PF28', 'H1GH29', 'H2FS6', 'H2DS10'],67,65,9
299,0.7280805687203792,['H1PF10', 'H2FS7', 'H1EE5', 'H2FS5', 'H1TO3', 'H2DS2', 'H1PF31', 'H2PF13', 'H1PF4', 'H2PF14', 'H2ED3', 'H1PF8', 'H2ED12', 'H2GH45', 'H1DS8', 'H1TO50', 'H2PF28', 'H1GH29', 'H2FS6', 'H2DS10'],67,65,9
