curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
256,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
257,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
258,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
259,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
260,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
261,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
262,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
263,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
264,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
265,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
266,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
267,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
268,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
269,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
270,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
271,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
272,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
273,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
274,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
275,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
276,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
277,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
278,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
279,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
280,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
281,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
282,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
283,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
284,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
285,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
286,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
287,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
288,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
289,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
290,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
291,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
292,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
293,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
294,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
295,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
296,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
297,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
298,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
299,0.7328199052132701,['H1EE7', 'H1TO3', 'H1FS16', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H2PF7', 'H1ED18', 'H1TO9', 'H2FV5', 'H2PF32', 'H1FS6', 'H2PF31', 'H2PF10', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11'],21,3,6
