curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
196,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
197,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
198,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
199,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
200,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
201,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
202,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
203,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
204,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
205,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
206,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
207,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
208,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
209,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
210,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
211,0.731042654028436,['S60K', 'H2DS7', 'H1PF15', 'H2FV7', 'H1PF16', 'H1TO12', 'H1TO3', 'H1ED15', 'H2DS12', 'H2GH26', 'H1WP1', 'H2WP9', 'H2GH26', 'H1RM14', 'H1FS11', 'H2PF30', 'H2PF28', 'H2ED14', 'H2WP7', 'H1DS5', 'H1PF4', 'H2FS9', 'H1FS19', 'H1PF36', 'H1FS14', 'H2FV5', 'H1ED19', 'H1FS11', 'S62B', 'H1PF10', 'H1DS15', 'H2DS11', 'H1PF25', 'H1FS5', 'H1PF7', 'H2PF31', 'H2PF5', 'H1WP4', 'H2GH22', 'H1FS17', 'H1ED9', 'H2DS8', 'S62H', 'PA56', 'H2FV7', 'H1PF14', 'H1DS14', 'H2PR4', 'H2TO30', 'H1TO1', 'H1PF16', 'H2FS14', 'H2ED17', 'H1PF8', 'S62R', 'H1ED7', 'H1FS9', 'H1GH22', 'H2TO11', 'H2TO15'],9,22,23
212,0.7322274881516587,['H2DS2', 'S62Q', 'H1GH52', 'H2TO27', 'H2ED15', 'H2DS9', 'H1PF36', 'H1FS12', 'H2GH27', 'H1TO3', 'H1ED19', 'PA21', 'H1TS3', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H1WP3', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12', 'H1WP3', 'H1ED20', 'H2ED16', 'S60M', 'H2ED5', 'H1RM14', 'H2FS11', 'H2FV7', 'H1PF23', 'H1DS12', 'H2TO29', 'H1PF16', 'H1FS7', 'H2PF15', 'S62B'],67,48,22
213,0.7322274881516587,['H2DS2', 'S62Q', 'H1GH52', 'H2TO27', 'H2ED15', 'H2DS9', 'H1PF36', 'H1FS12', 'H2GH27', 'H1TO3', 'H1ED19', 'PA21', 'H1TS3', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H1WP3', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12', 'H1WP3', 'H1ED20', 'H2ED16', 'S60M', 'H2ED5', 'H1RM14', 'H2FS11', 'H2FV7', 'H1PF23', 'H1DS12', 'H2TO29', 'H1PF16', 'H1FS7', 'H2PF15', 'S62B'],67,48,22
214,0.7322274881516587,['H2DS2', 'S62Q', 'H1GH52', 'H2TO27', 'H2ED15', 'H2DS9', 'H1PF36', 'H1FS12', 'H2GH27', 'H1TO3', 'H1ED19', 'PA21', 'H1TS3', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H1WP3', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12', 'H1WP3', 'H1ED20', 'H2ED16', 'S60M', 'H2ED5', 'H1RM14', 'H2FS11', 'H2FV7', 'H1PF23', 'H1DS12', 'H2TO29', 'H1PF16', 'H1FS7', 'H2PF15', 'S62B'],67,48,22
215,0.7322274881516587,['H2DS2', 'S62Q', 'H1GH52', 'H2TO27', 'H2ED15', 'H2DS9', 'H1PF36', 'H1FS12', 'H2GH27', 'H1TO3', 'H1ED19', 'PA21', 'H1TS3', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H1WP3', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12', 'H1WP3', 'H1ED20', 'H2ED16', 'S60M', 'H2ED5', 'H1RM14', 'H2FS11', 'H2FV7', 'H1PF23', 'H1DS12', 'H2TO29', 'H1PF16', 'H1FS7', 'H2PF15', 'S62B'],67,48,22
216,0.7322274881516587,['H2DS2', 'S62Q', 'H1GH52', 'H2TO27', 'H2ED15', 'H2DS9', 'H1PF36', 'H1FS12', 'H2GH27', 'H1TO3', 'H1ED19', 'PA21', 'H1TS3', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H1WP3', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12', 'H1WP3', 'H1ED20', 'H2ED16', 'S60M', 'H2ED5', 'H1RM14', 'H2FS11', 'H2FV7', 'H1PF23', 'H1DS12', 'H2TO29', 'H1PF16', 'H1FS7', 'H2PF15', 'S62B'],67,48,22
217,0.7322274881516587,['H2DS2', 'S62Q', 'H1GH52', 'H2TO27', 'H2ED15', 'H2DS9', 'H1PF36', 'H1FS12', 'H2GH27', 'H1TO3', 'H1ED19', 'PA21', 'H1TS3', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H1WP3', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12', 'H1WP3', 'H1ED20', 'H2ED16', 'S60M', 'H2ED5', 'H1RM14', 'H2FS11', 'H2FV7', 'H1PF23', 'H1DS12', 'H2TO29', 'H1PF16', 'H1FS7', 'H2PF15', 'S62B'],67,48,22
218,0.7322274881516587,['H2DS2', 'S62Q', 'H1GH52', 'H2TO27', 'H2ED15', 'H2DS9', 'H1PF36', 'H1FS12', 'H2GH27', 'H1TO3', 'H1ED19', 'PA21', 'H1TS3', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H1WP3', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12', 'H1WP3', 'H1ED20', 'H2ED16', 'S60M', 'H2ED5', 'H1RM14', 'H2FS11', 'H2FV7', 'H1PF23', 'H1DS12', 'H2TO29', 'H1PF16', 'H1FS7', 'H2PF15', 'S62B'],67,48,22
219,0.7322274881516587,['H2DS2', 'S62Q', 'H1GH52', 'H2TO27', 'H2ED15', 'H2DS9', 'H1PF36', 'H1FS12', 'H2GH27', 'H1TO3', 'H1ED19', 'PA21', 'H1TS3', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H1WP3', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12', 'H1WP3', 'H1ED20', 'H2ED16', 'S60M', 'H2ED5', 'H1RM14', 'H2FS11', 'H2FV7', 'H1PF23', 'H1DS12', 'H2TO29', 'H1PF16', 'H1FS7', 'H2PF15', 'S62B'],67,48,22
220,0.7322274881516587,['H2DS2', 'S62Q', 'H1GH52', 'H2TO27', 'H2ED15', 'H2DS9', 'H1PF36', 'H1FS12', 'H2GH27', 'H1TO3', 'H1ED19', 'PA21', 'H1TS3', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H1WP3', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12', 'H1WP3', 'H1ED20', 'H2ED16', 'S60M', 'H2ED5', 'H1RM14', 'H2FS11', 'H2FV7', 'H1PF23', 'H1DS12', 'H2TO29', 'H1PF16', 'H1FS7', 'H2PF15', 'S62B'],67,48,22
221,0.7322274881516587,['H2DS2', 'S62Q', 'H1GH52', 'H2TO27', 'H2ED15', 'H2DS9', 'H1PF36', 'H1FS12', 'H2GH27', 'H1TO3', 'H1ED19', 'PA21', 'H1TS3', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H1WP3', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12', 'H1WP3', 'H1ED20', 'H2ED16', 'S60M', 'H2ED5', 'H1RM14', 'H2FS11', 'H2FV7', 'H1PF23', 'H1DS12', 'H2TO29', 'H1PF16', 'H1FS7', 'H2PF15', 'S62B'],67,48,22
222,0.7322274881516587,['H2DS2', 'S62Q', 'H1GH52', 'H2TO27', 'H2ED15', 'H2DS9', 'H1PF36', 'H1FS12', 'H2GH27', 'H1TO3', 'H1ED19', 'PA21', 'H1TS3', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H1WP3', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12', 'H1WP3', 'H1ED20', 'H2ED16', 'S60M', 'H2ED5', 'H1RM14', 'H2FS11', 'H2FV7', 'H1PF23', 'H1DS12', 'H2TO29', 'H1PF16', 'H1FS7', 'H2PF15', 'S62B'],67,48,22
223,0.7322274881516587,['H2DS2', 'S62Q', 'H1GH52', 'H2TO27', 'H2ED15', 'H2DS9', 'H1PF36', 'H1FS12', 'H2GH27', 'H1TO3', 'H1ED19', 'PA21', 'H1TS3', 'H2TO15', 'PA56', 'S62E', 'H1TO9', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H1WP3', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'S60O', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12', 'H1WP3', 'H1ED20', 'H2ED16', 'S60M', 'H2ED5', 'H1RM14', 'H2FS11', 'H2FV7', 'H1PF23', 'H1DS12', 'H2TO29', 'H1PF16', 'H1FS7', 'H2PF15', 'S62B'],67,48,22
