curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
152,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
153,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
154,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
155,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
156,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
157,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
158,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
159,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
160,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
161,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
162,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
163,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
164,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
165,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
166,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
167,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
168,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
169,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
170,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
171,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
172,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
173,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
174,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
175,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
176,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
177,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
178,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
179,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
180,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
181,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
