curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
92,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
93,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
94,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
95,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
96,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
97,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
98,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
99,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
100,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
101,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
102,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
103,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
104,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
105,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
106,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
107,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
108,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
109,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
110,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
111,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
112,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
113,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
114,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
115,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
116,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
117,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
118,0.7316350710900474,['H2FS18', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,20
119,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
120,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
121,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
