curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
235,0.7085308056872038,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,72,3
236,0.7085308056872038,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,72,3
237,0.7085308056872038,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,72,3
238,0.7085308056872038,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,72,3
239,0.7085308056872038,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,72,3
240,0.7085308056872038,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,72,3
241,0.7085308056872038,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,72,3
242,0.7085308056872038,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,72,3
243,0.7085308056872038,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,72,3
244,0.7085308056872038,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,72,3
245,0.7085308056872038,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,72,3
246,0.7085308056872038,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,72,3
247,0.7085308056872038,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,72,3
248,0.7085308056872038,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,72,3
249,0.7085308056872038,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,72,3
250,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
251,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
252,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
253,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
254,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
255,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
256,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
257,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
258,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
259,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
260,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
261,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
262,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
263,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
264,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
265,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
266,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
267,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
268,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
269,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
270,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
271,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
272,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
273,0.7097156398104265,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1FS12', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
274,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
275,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
276,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
277,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
278,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
279,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
280,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
281,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
282,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
283,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
284,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
285,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
286,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
287,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
288,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
289,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
290,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
291,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
292,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
293,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
294,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
295,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
296,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
297,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
298,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
299,0.7103080568720379,['H1TO9', 'H1DS12', 'H2DS10', 'H1FS7', 'H2TO1', 'H1GH22', 'H1PF10', 'H1PF33', 'H1FS9', 'H1GH20', 'H2PF26', 'H2FS8', 'H1PF26', 'H1WP6', 'S45C', 'H1GH19', 'H1WP5', 'H1PF23', 'H2FS18', 'H1DS9'],2,70,4
