curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
11,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
12,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
13,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
14,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
15,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
16,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
17,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
18,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
19,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
20,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
21,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
22,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
23,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
24,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
25,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
26,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
27,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
28,0.7257109004739336,['H1GH29', 'H1GH20', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'S62E', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H2TO1', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H2DS1', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H2TO30', 'S62B', 'H2SE4'],92,4,39
