curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
74,0.7031990521327014,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],32,66,35
75,0.7037914691943128,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],33,65,35
76,0.7037914691943128,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],33,65,35
77,0.7037914691943128,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],33,65,35
78,0.7037914691943128,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],33,65,35
79,0.7037914691943128,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],33,65,35
80,0.7037914691943128,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],33,65,35
81,0.7037914691943128,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],33,65,35
82,0.7037914691943128,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],33,65,35
83,0.7037914691943128,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],33,65,35
84,0.7037914691943128,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],33,65,35
85,0.7037914691943128,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],33,65,35
86,0.7043838862559242,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2PF26', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],32,66,36
87,0.7043838862559242,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2PF26', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],32,66,36
88,0.7043838862559242,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2PF26', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],32,66,36
89,0.7043838862559242,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2PF26', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],32,66,36
90,0.7043838862559242,['H1ED18', 'H1FS10', 'H2PF13', 'H2FS12', 'H1DS12', 'H1ED17', 'PC40', 'H2WP13', 'H2DS13', 'H2PF21', 'H2GH31', 'H1FS7', 'H2PF33', 'H2PR5', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1TO1', 'H2GH24', 'H1WP5', 'H2FV6', 'H1ED19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2PF26', 'H1DS9', 'H1ED7', 'H2FV4', 'H1PF31', 'H2ED15', 'H1PF25', 'H1ED18', 'H2GH27'],32,66,36
91,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
92,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
93,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
94,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
95,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
96,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
97,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
98,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
99,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
100,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
101,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
102,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
103,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
104,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
105,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
106,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
107,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
108,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
109,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
110,0.7049763033175356,['H1TO9', 'H2PF25', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H1WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H1FS12', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],3,78,28
