curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
259,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
260,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
261,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
262,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
263,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
264,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
265,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
266,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
267,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
268,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
269,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
270,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
271,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
272,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
273,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
274,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
275,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
276,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
277,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
278,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
279,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
280,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
281,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
282,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
283,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
284,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
285,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
286,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
287,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
288,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
289,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
290,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
291,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
292,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
293,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
294,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
295,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
