curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
188,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
189,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
190,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
191,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
192,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
193,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
194,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
195,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
196,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
197,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
198,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
199,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
200,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
201,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
202,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
203,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
204,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
205,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
206,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
207,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
208,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
209,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
210,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
211,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
212,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
213,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
214,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
215,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
216,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
217,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
218,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
219,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
220,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
221,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
222,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
223,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
224,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
225,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
226,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
227,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
228,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
229,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
230,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
231,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
232,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
233,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
234,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
