curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
191,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
192,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
193,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
194,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
195,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
196,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
197,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
198,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
199,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
200,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
201,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
202,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
203,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
204,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
205,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
206,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
207,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
208,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
209,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
210,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
211,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
212,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
213,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
214,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
215,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
216,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
217,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
218,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
219,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
220,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
221,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
222,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
223,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
224,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
225,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
226,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
227,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
228,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
229,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
230,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
231,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
232,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
233,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
234,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
235,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
236,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
237,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
238,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
239,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
240,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
241,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
242,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
243,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
244,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
245,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
246,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
247,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
248,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
249,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
250,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
251,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
252,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
253,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
254,0.7067535545023697,['H2WP6', 'H1ED20', 'H2EE12', 'H1TO9', 'H2FS12', 'H2PF17', 'H2TO26', 'H1WP5', 'H1FS12', 'H1DS7', 'H2PF34', 'H1TO3', 'H1PF36', 'H2PF35', 'H2DS10', 'H2PF25', 'H2PF25', 'H2FS14', 'S60K', 'H1EE5', 'H2PF23', 'H2FV7', 'H1WP5', 'H1PF23', 'H2GH25'],21,62,2
