curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
21,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
22,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
23,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
24,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
25,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
26,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
27,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
28,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
29,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
30,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
31,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
32,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
33,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
34,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
35,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
36,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
37,0.7008293838862559,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],4,70,30
38,0.7014218009478673,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H1WP2', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],5,68,28
39,0.7014218009478673,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H1WP2', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],5,68,28
40,0.7014218009478673,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H1WP2', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],5,68,28
41,0.7014218009478673,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H1WP2', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],5,68,28
42,0.7014218009478673,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H1WP2', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],5,68,28
43,0.7014218009478673,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H1WP2', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],5,68,28
44,0.7014218009478673,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H1WP2', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],5,68,28
45,0.7014218009478673,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H1WP2', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],5,68,28
46,0.7014218009478673,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H1WP2', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],5,68,28
47,0.7014218009478673,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H1WP2', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],5,68,28
48,0.7014218009478673,['H1TO9', 'H1PF34', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H2PF4', 'S62E', 'H1PF14', 'H2PF10', 'H1DS5', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2FS18', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2GH22', 'H1PF10', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8', 'H2FV5', 'H2PR5', 'H2FS15', 'H2FV7', 'H1WP2', 'H2ED12', 'H1FS13', 'H2FS3', 'H2FS18', 'H1WP2', 'H1TS3', 'H1PF7', 'H2DS9', 'H1ED19', 'H2FS6'],5,68,28
