curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
226,0.7109004739336493,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,27
227,0.7109004739336493,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,27
228,0.7109004739336493,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,27
229,0.7109004739336493,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,27
230,0.7109004739336493,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,27
231,0.7109004739336493,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,27
232,0.7109004739336493,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,27
233,0.7114928909952607,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,66,26
234,0.7114928909952607,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,66,26
235,0.7114928909952607,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,66,26
236,0.7114928909952607,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,66,26
237,0.7114928909952607,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,66,26
238,0.7114928909952607,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,66,26
239,0.7114928909952607,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,66,26
240,0.7114928909952607,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,66,26
241,0.7132701421800948,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2PF12', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,65,26
242,0.7138625592417062,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'H2FS17', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2PF12', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,25
243,0.7138625592417062,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'H2FS17', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2PF12', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,25
244,0.7138625592417062,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'H2FS17', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2PF12', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,25
245,0.7138625592417062,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'H2FS17', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2PF12', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,25
246,0.7138625592417062,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'H2FS17', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2PF12', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,25
247,0.7138625592417062,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'H2FS17', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2PF12', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,25
248,0.7138625592417062,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'H2FS17', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2PF12', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,25
249,0.7138625592417062,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'H2FS17', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2PF12', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,25
250,0.7138625592417062,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'H2FS17', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2PF12', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,25
251,0.7138625592417062,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'H2FS17', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2PF12', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,65,25
252,0.715047393364929,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2PF23', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'H2FS17', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2PF12', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],22,63,23
253,0.715047393364929,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2PF23', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'H2FS17', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2PF12', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H2PF29', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2PR3', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],22,63,23
