curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
191,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
192,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
193,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
194,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
195,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
196,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
197,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
198,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
199,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
200,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
201,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
202,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
203,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
204,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
205,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
206,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
207,0.7257109004739336,['H1TO12', 'H1PF16', 'H2TO28', 'H2FS14', 'H1FS8', 'H1GH22', 'H1ED7', 'H1FS1', 'H2PF21', 'H2FV5', 'H1PF24', 'H1PF24', 'H2PF26', 'H2PF35', 'H1PF4', 'H1RM14', 'H2ED3', 'H2ED17', 'H2FS16', 'H1DS8', 'H1PF14', 'S62O', 'H2PF12', 'H1TO3', 'H2DS12'],37,62,5
208,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
209,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
210,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
211,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
212,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
213,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
214,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
215,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
216,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
217,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
218,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
219,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
220,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
221,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
222,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
223,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
224,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
225,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
226,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
227,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
228,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
229,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
230,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
231,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
232,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
233,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
234,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
235,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
236,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
237,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
238,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
239,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
240,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
241,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
242,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
243,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
244,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
245,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
246,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
247,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
248,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
249,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
250,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
251,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
252,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
253,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
254,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
255,0.726303317535545,['H1PF8', 'H1FS16', 'H1ED15', 'H2FS9', 'H2PF33', 'H1PF26', 'H2GH25', 'H1ED20', 'H2WP2', 'H1FS13', 'H2DS1', 'H1TO1', 'H1TO50', 'H2FV7', 'S60M', 'H1FS1', 'H2DS10', 'H1DA2', 'H2WP4', 'H1IR3', 'H1FS15', 'H1IR12', 'H2FS17', 'H1FS17', 'H1TO3'],73,51,19
