curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
142,0.731042654028436,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,10,21
143,0.731042654028436,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,10,21
144,0.731042654028436,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,10,21
145,0.731042654028436,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,10,21
146,0.731042654028436,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,10,21
147,0.731042654028436,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,10,21
148,0.731042654028436,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,10,21
149,0.731042654028436,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,10,21
150,0.731042654028436,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,10,21
151,0.731042654028436,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,10,21
152,0.731042654028436,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,10,21
153,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
154,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
155,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
156,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
157,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
158,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
159,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
160,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
161,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
162,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
163,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
164,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
165,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
166,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
167,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
168,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
169,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
170,0.731042654028436,['H2DS2', 'S62Q', 'H2TO1', 'H2PF4', 'H1PF5', 'H2DS9', 'H1TO50', 'H1TO3', 'H2GH27', 'H2GH30', 'H1ED19', 'PA21', 'H1WP5', 'S62Q', 'PA56', 'S62E', 'H2FS11', 'H1TS3', 'H2WP5', 'H2DS1', 'H2DS14', 'H2PF15', 'H2PF9', 'H1GH22', 'H2WP2', 'H2DS12', 'H2DS3', 'H1PF8', 'H2PF17', 'S45C', 'H2PF9', 'H2ED12', 'H2DS5', 'H2DS11', 'H2ED13', 'H1TS3', 'H2FS13', 'H1DS15', 'H2PF22', 'H1TO12', 'H2PF29', 'H1TO1', 'H2TO30', 'H1ED17', 'H2PF12'],68,49,18
171,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
172,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
173,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
174,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
175,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
176,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
177,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
178,0.7316350710900474,['H1FS17', 'H1PF10', 'H2FV7', 'H1DA2', 'H2DS14', 'H1FS13', 'H1PF16', 'H1WP6', 'H1TO9', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1GH17', 'H2PR5', 'H1ED18', 'H1FS6', 'H2PF13', 'H1PF16', 'H2SE4', 'H1DS9', 'H1WP5', 'H1FS14', 'H1TO1', 'H2DS2', 'H1PF23', 'H2FS3', 'H1FS4', 'H2FV6', 'H1GH29', 'S62R', 'H1EE7', 'H2DS5', 'H1GH19', 'H1ED9', 'H2FS6', 'H1PF25', 'H2FS15', 'H1GH18', 'H1TO3', 'H2DS9', 'H2TO15', 'H2PR3', 'H2DS6', 'H1ED19'],82,9,21
