curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
118,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
119,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
120,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
121,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
122,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
123,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
124,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
125,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
126,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
127,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
128,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
129,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
130,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
131,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
132,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
133,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
134,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
135,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
136,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
137,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
138,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
139,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
140,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
141,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
142,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
143,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
144,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
145,0.7079383886255924,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,64,32
146,0.7091232227488151,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,63,31
147,0.7091232227488151,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,63,31
148,0.7091232227488151,['H1ED18', 'H1FS10', 'S60M', 'H2FS12', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,63,31
149,0.7097156398104265,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,61,29
150,0.7097156398104265,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,61,29
151,0.7097156398104265,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,61,29
152,0.7097156398104265,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,61,29
153,0.7097156398104265,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,61,29
154,0.7097156398104265,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,61,29
155,0.7097156398104265,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,61,29
156,0.7097156398104265,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],30,61,29
157,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
158,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
159,0.7132701421800948,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2PF33', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'S45A', 'H1IR3', 'H2FV5', 'H1PF26', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2FV6', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],29,59,30
