curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
139,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
140,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
141,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
142,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
143,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
144,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
145,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
146,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
147,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
148,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
149,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
150,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
151,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
152,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
153,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
154,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
155,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
156,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
157,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
158,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
159,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
160,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
161,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
162,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
163,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
164,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
165,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
166,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
167,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
168,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
169,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
170,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
171,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
172,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
173,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
174,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
175,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
176,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
177,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
178,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
179,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
180,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
181,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
182,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
183,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
184,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
185,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
