curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
11,0.7274881516587678,['H2PF13', 'H2TO30', 'H2FS10', 'S62O', 'H2PF1', 'H1GH22', 'H2EE12', 'S62H', 'H1PF14', 'H1PF25', 'S60N', 'H2TO25', 'H2FS7', 'S60M', 'H2TO26', 'H1ED16', 'H2PF24', 'H1WP3', 'H1PF36', 'H2FV4', 'H1PF33', 'S60L', 'H2PF27', 'H1GH18', 'H1DA2', 'H2FV1', 'H1ED7', 'H1TO3', 'H1DS6', 'H1GH29', 'H2WP13', 'H1IR12', 'H1PF15', 'H2PF32', 'H1PF34', 'H2TO11', 'H2ED14', 'H2DS5', 'H1TO1', 'H2GH45', 'S62R', 'H1GH17', 'H2FV2', 'H2WP10', 'H2FS17', 'H2FS16', 'H2TO15', 'H1WP1', 'H1ED2', 'H1DS11', 'S60K', 'H1FS13', 'H2PF4', 'H1FS7', 'H2DS8', 'H1PF8', 'H1RM14', 'H1PF16', 'H2PF5', 'H1DS10', 'H1WP6', 'H1DS13', 'H2GH26', 'H2FS8', 'H1WP10', 'H2WP14', 'H1WP2', 'H1PF26', 'H2FV6', 'S45A', 'H2ED13', 'S62M', 'H2PF8', 'H1DS8', 'H1FS9', 'H2WP5', 'H2ED16', 'H1PF23', 'H1FS4', 'H2FS6', 'H2PF26', 'H1PF30', 'H1ED18', 'H1FS2', 'H1FS6', 'S62B', 'H2GH23', 'H1PF10', 'H2PF14', 'H2TO1', 'H2GH30', 'H2GH25', 'H1FS12', 'H1FS18', 'H2FS19'],11,93,32
12,0.7274881516587678,['H2PF13', 'H2TO30', 'H2FS10', 'S62O', 'H2PF1', 'H1GH22', 'H2EE12', 'S62H', 'H1PF14', 'H1PF25', 'S60N', 'H2TO25', 'H2FS7', 'S60M', 'H2TO26', 'H1ED16', 'H2PF24', 'H1WP3', 'H1PF36', 'H2FV4', 'H1PF33', 'S60L', 'H2PF27', 'H1GH18', 'H1DA2', 'H2FV1', 'H1ED7', 'H1TO3', 'H1DS6', 'H1GH29', 'H2WP13', 'H1IR12', 'H1PF15', 'H2PF32', 'H1PF34', 'H2TO11', 'H2ED14', 'H2DS5', 'H1TO1', 'H2GH45', 'S62R', 'H1GH17', 'H2FV2', 'H2WP10', 'H2FS17', 'H2FS16', 'H2TO15', 'H1WP1', 'H1ED2', 'H1DS11', 'S60K', 'H1FS13', 'H2PF4', 'H1FS7', 'H2DS8', 'H1PF8', 'H1RM14', 'H1PF16', 'H2PF5', 'H1DS10', 'H1WP6', 'H1DS13', 'H2GH26', 'H2FS8', 'H1WP10', 'H2WP14', 'H1WP2', 'H1PF26', 'H2FV6', 'S45A', 'H2ED13', 'S62M', 'H2PF8', 'H1DS8', 'H1FS9', 'H2WP5', 'H2ED16', 'H1PF23', 'H1FS4', 'H2FS6', 'H2PF26', 'H1PF30', 'H1ED18', 'H1FS2', 'H1FS6', 'S62B', 'H2GH23', 'H1PF10', 'H2PF14', 'H2TO1', 'H2GH30', 'H2GH25', 'H1FS12', 'H1FS18', 'H2FS19'],11,93,32
13,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
14,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
15,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
16,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
17,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
18,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
19,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
20,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
21,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
22,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
23,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
24,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
25,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
26,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
27,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
28,0.7274881516587678,['H1GH29', 'H2DS5', 'H2PF7', 'H1FS8', 'H2DS8', 'H2DS9', 'H2FS7', 'H1PF16', 'H2FS16', 'H2DS12', 'H2PF35', 'S62Q', 'H2ED11', 'H2PF30', 'H2DS2', 'H2PF33', 'H2TO1', 'H1PF4', 'H1ED2', 'H1FS8', 'H1DS7', 'H2PF17', 'H1PF31', 'H1FS16', 'H2PF34', 'H1FS10', 'H2DS6', 'H2WP2', 'H1DS6', 'H2TO26', 'H1WP14', 'H1FS11', 'H2FS3', 'H2GH30', 'H2GH45', 'H2FS10', 'H2PF28', 'PA21', 'H2PF8', 'H2WP4', 'H1DS5', 'H1PF24', 'H2PF23', 'H1DS12', 'H2FS8', 'H2PF12', 'H2TO29', 'H1PF14', 'H1DS8', 'H1ED24', 'H1RM14', 'S62R', 'H2FS5', 'H1DS11', 'H2ED13', 'H1FS18', 'H1DS10', 'H2FS17', 'H1PF24', 'H1FS6', 'H1FS15', 'H2PF29', 'H2TO15', 'H1PF8', 'H2PF4', 'H1FS13', 'H2FS13', 'H2ED5', 'H1FS19', 'S45A', 'H1FS4', 'S60N', 'H2PF32', 'H1FS11', 'H1WP10', 'H1FS9', 'H2PF1', 'H2ED14', 'H1IR12', 'H2FS6', 'H1WP4', 'H2PF13', 'H1DA2', 'H1WP1', 'H2ED17', 'H2PF22', 'H2TO11', 'H1EE7', 'H1TO3', 'H1FS1', 'H1DA6', 'H1FS7', 'H1PF35', 'S62B', 'H2SE4'],92,5,40
