AID	CLUSTER2	GSWGT4	GSWGT4_2	GSWGT134
97574839	167	 	3452.362480791	4629.967711215
97575003	126	 	3184.294976179	 
97575020	121	 	3864.757637931	5352.21025331
97575092	128	3279.662713558	2309.519436076	2935.221391828
97575096	128	4294.785769242	3332.089135392	4168.218990708
97575130	127	3683.853371624	2923.563707383	3441.652126492
97575153	122	4871.391730849	3590.111625203	4370.358114571
97575154	122	5350.694921841	4240.211521239	4942.03272304
97575177	130	 	5090.399626593	6159.832119309
97575194	128	4717.035823851	3534.688658227	4313.629408977
97575199	128	4294.785769242	3332.089135392	4168.218990708
97575219	125	4234.720710299	3173.268091322	3872.562447456
97575221	121	 	3864.757637931	 
97575226	121	 	1358.46555532	1676.722621391
97575240	129	1677.605485539	1301.562245985	1628.166669877
97575254	122	5943.185084546	4549.602217845	5552.199874907
97575260	124	 	5560.111587548	 
97575262	124	 	4694.584689827	5680.861166212
97575267	124	5030.769544725	3903.098651087	4882.513419964
97575287	123	5551.888094826	4093.676948627	5168.903850909
97575296	128	4071.437216088	3226.451001941	3760.479011721
97575303	126	3766.762936835	3072.764353528	3527.383646013
97575312	125	4563.528656546	3364.911494364	4248.724117574
97575331	127	5144.081074843	3773.114765636	4509.780119317
97575333	127	 	1576.971077169	 
97575335	127	1842.9803001	1350.932794916	1659.991633737
97575339	127	3683.853371624	2923.563707383	3441.652126492
97575351	122	 	2444.20978829	3384.927572621
97575355	122	 	5803.870270523	 
97575356	122	4493.704925912	3367.336697916	4109.398030361
97575366	124	6028.540336767	4784.343989592	5632.183633989
97575398	128	 	3119.379624113	3774.724228045
97575409	126	 	4573.150386771	6133.057796534
97575433	127	4152.780134688	3290.912008531	3835.609321219
97575463	124	6581.701543026	4931.96716428	6018.826737238
97575471	130	6212.028321031	4922.783758345	5737.581321198
97575800	126	3966.920069395	2925.002984167	3693.271203008
97575820	121	2778.35966596	1956.5047413	2486.566893603
97575830	127	 	2973.684334116	 
97575900	126	4104.291389898	3184.294976179	3983.338455969
97575918	125	5468.410449385	4339.81614199	5108.880444761
97575922	121	1287.85489699	1039.701338287	1187.936912823
97575940	129	 	1171.571446329	1617.662415365
97575942	129	1884.131630463	1389.261831663	1754.159139014
97575946	129	1869.373383656	1481.40356994	1726.598987338
97575956	122	5350.694921841	4240.211521239	4942.03272304
97575964	124	6028.540336767	4784.343989592	5632.183633989
97575994	128	 	2661.999321741	3204.164186936
97575997	128	3991.439080287	3167.668541111	3729.015086281
97576012	175	5640.363307978	4376.049076248	5474.142534228
97576051	172	6007.718569001	4429.782913434	5593.289907163
97576061	174	4087.891474214	3239.490342793	3775.676567045
97576148	179	2847.69972474	2242.433075458	2696.880328925
97576169	174	 	4745.718930074	 
97576210	175	 	5099.055708191	 
97576261	174	5106.209608915	3961.628466489	4955.730275266
97576289	173	5324.366559263	4225.500655745	4974.306966738
97576315	175	 	3920.398785187	 
97576367	174	5030.57004748	3769.634057332	4600.349819479
97576406	176	 	3781.790795564	5071.764442887
97576411	175	 	5099.055708191	6838.350091558
97576452	172	4565.634591735	3437.587200113	4242.934389364
97576507	176	 	3525.846229453	 
97576535	177	 	3654.315997667	4422.044379176
97576566	174	 	4745.718930074	6364.489689307
97576575	180	 	322.644957324	 
97576594	178	597.847436116	421.000692482	535.059467024
97576617	175	 	3226.75880406	3904.662498142
97576619	175	4096.282806047	3226.75880406	3904.662498142
97576622	171	4331.804635798	3437.787974474	4047.002725782
97576635	177	4984.093797788	3675.014615084	4640.277538859
97576663	174	4080.072702946	3213.989643489	3889.210688619
97576673	180	652.756991726	478.480875344	587.945050238
97576784	173	4617.415205509	3582.399650771	4481.340579412
97576866	174	 	3213.989643489	3889.210688619
97576913	175	5355.299351997	4250.04940432	5003.206030069
97576951	172	 	5377.520913143	 
97577053	192	5521.024848958	4283.460899771	5358.320964088
97577068	194	5681.632001033	4257.504276885	5195.732194086
97577122	191	4104.496469879	3114.23619398	4176.506118187
97577123	191	2599.939228546	1948.252259767	2377.589388043
97577127	191	1176.329747017	1008.542366399	1099.99048034
97577167	194	6159.16167258	4539.170558222	5525.678016048
97577220	191	 	911.240064719	1046.059161091
97577226	191	2599.939228546	1948.252259767	2377.589388043
97577227	191	1117.04800871	911.240064719	1046.059161091
97577229	191	 	2219.02152469	2652.264714428
97577281	193	 	6556.327671984	 
97577322	191	 	1178.710865916	1426.344016944
97577327	191	1176.329747017	1008.542366399	1099.99048034
97577511	195	 	5733.278771523	6937.772535831
97577588	193	5989.403656505	4488.131522585	5477.182857992
97577717	195	5137.260639265	3617.629107262	4597.728071679
97577865	194	6753.875855177	4979.960948419	6287.975247362
97577918	195	 	5226.190618345	 
97577922	191	770.355282378	621.917437994	710.587410168
97577927	191	1161.993540053	851.759066906	1046.619735892
97577961	194	 	4742.728493254	6027.642769131
97578005	156	1551.628300136	1092.647637794	1388.671023974
