AID	CLUSTER2	GSWGT4	GSWGT4_2	GSWGT134
95710936	247	 	752.703639886	 
95710953	242	 	7010.575750214	 
95710977	250	10492.576869219	8262.423602431	9936.87077064
95710984	243	7375.176580162	5248.25409405	7122.228332497
95711267	234	6039.085446494	5177.692345652	5647.172077342
95711366	234	4920.779136241	4014.161489581	4608.061654499
95711369	234	6039.085446494	5177.692345652	5647.172077342
95711869	234	 	4014.161489581	 
95711964	234	10741.31734231	8167.476029576	10062.360116275
95711978	240	4493.38139898	3665.508666493	4207.825214342
95712176	220	8883.413770469	6754.764496653	8321.894379587
95712214	215	 	6602.754530529	 
95712290	218	3626.116263144	3108.900277446	3390.795293733
95712297	218	4132.050699167	3370.750511323	3869.457224984
95712312	215	7680.769086917	6585.212224997	7182.31677701
95712317	215	7680.769086917	6585.212224997	7182.31677701
95712342	219	14804.476202072	11257.018171744	13868.687250425
95712398	218	3626.116263144	3108.900277446	3390.795293733
95712913	215	7680.769086917	6585.212224997	7182.31677701
95712917	215	8109.260012171	6166.113955699	7596.674776338
95712945	219	 	1408.986107559	1609.872513564
95712949	219	 	11257.018171744	 
95713235	287	 	4625.771143369	 
95713308	286	6325.386127176	5159.979892502	5923.405309512
95713335	287	5670.523767017	4625.771143369	5310.159714195
95713806	286	734.629303547	643.210179126	707.922372729
95714020	261	 	6489.593431078	7804.762183778
95714098	268	1841.365877954	1215.067342997	1588.352269487
95714226	261	 	6489.593431078	7804.762183778
95714230	267	4334.194859989	3499.049626521	3997.927152805
95714281	263	8084.420056227	6366.110433796	7656.254355398
95714316	265	 	23036.768050654	 
95714322	261	6920.220366707	5645.220264178	6480.437595268
95714334	267	2588.123400287	2266.050793045	2494.03399728
95714483	263	10022.538180715	7635.779226919	9318.47894355
95714886	263	8084.420056227	6366.110433796	7656.254355398
95714890	268	5493.440687367	4809.823065148	5293.730521047
95714891	268	11078.40946675	8423.793924149	10378.144692819
95714924	261	8241.232984656	6489.593431078	7804.762183778
95715028	221	 	5467.012706712	7146.552073897
95715097	228	4708.964230976	3708.093606553	4459.568856154
95715229	221	5580.144596954	4885.737321423	5377.28237108
95715252	222	 	3414.709843841	 
95715323	221	8593.823711781	7368.032071513	8036.117675889
95715358	222	2877.754314275	2162.754455307	2601.054190043
95715359	222	3775.398233786	3336.630421718	3672.322674173
95715368	224	6097.353810645	4973.960866234	5709.864537877
95715393	228	6747.637067374	5130.763969422	6321.119834938
95715395	228	6747.637067374	5130.763969422	6321.119834938
95715935	227	9153.648399506	7467.155480288	8571.93038352
95715937	227	9153.648399506	7467.155480288	8571.93038352
95715951	222	 	3302.475610674	 
95715952	222	4665.074611375	4037.237857933	4403.308535713
95715983	223	3079.547116068	2640.291758117	2879.696377672
95715986	223	 	2640.291758117	2879.696377672
95715988	223	3079.547116068	2640.291758117	2879.696377672
95716028	271	3388.305801753	2764.035183809	3172.977613197
95716057	272	 	4359.594101133	 
95716098	278	5788.090919758	4174.698120523	5520.983330093
95716099	278	6785.092575146	4828.344040169	6552.382583938
95716130	277	6606.014406666	5663.756628666	6177.309533102
95716150	272	3591.516321163	3079.235544874	3358.440754629
95716191	278	3510.007628607	2833.672983958	3237.684335446
95716211	275	6478.266367149	5554.230103129	6057.851848973
95716214	275	 	6119.990678194	7539.850731025
95716318	275	 	4909.430011155	 
95716339	277	6606.014406666	5663.756628666	6177.309533102
95716424	271	 	2776.86203549	 
95716826	271	 	3294.017204646	 
95716862	274	4773.723622018	3759.088660265	4520.898471175
95716882	273	9995.107487715	7600.073456297	9363.31808633
95716891	278	1100.283075746	888.272265005	1014.917816664
95716901	276	5655.246290028	4300.132566907	5297.778931857
95716903	276	5108.055415915	4379.461039669	4776.562307298
95716904	276	5108.055415915	4379.461039669	4776.562307298
95716906	276	5227.309908958	4116.267081703	4950.461997166
95716916	275	 	4909.430011155	 
95716932	277	1558.451260566	1364.51365284	1501.794862843
95716953	272	 	3360.404670126	 
95716970	280	755.118110923	600.482061025	739.796078926
95716973	280	755.118110923	600.482061025	739.796078926
95716975	280	822.161216395	619.052459264	744.508461917
95716976	280	807.620146267	614.097691692	756.570585331
95717068	294	 	6437.575053449	 
95717168	294	7458.972819324	6084.711508925	6984.952114095
95717268	294	7670.72303925	6576.599108894	7172.922679117
95717362	294	2593.914567022	1845.857193794	2504.95044024
95717364	294	4743.194178035	3829.239882678	4375.194334349
95717368	294	8175.174059075	6437.575053449	7742.201859948
95717861	294	6946.930202665	5010.51847017	6626.344744052
95717912	295	 	5602.813297695	 
95717914	295	6868.235583224	5602.813297695	6431.756465563
95717916	295	6868.235583224	5602.813297695	6431.756465563
95717919	295	7232.73284861	6201.08224005	6763.356363712
95717951	292	7442.695358921	6071.433051818	6969.70909281
95717957	292	11769.969573344	8949.641956901	11025.991377991
95718107	256	3762.296633172	3037.349047383	3470.399544219
95718187	253	1228.781389246	992.010557903	1133.44661226
95718215	255	3645.176955578	2942.796869324	3362.366575166
95718216	255	 	2942.796869324	3362.366575166
95718296	258	4648.467524539	3985.427087274	4346.799898692
95718313	255	 	1236.287654088	1412.55155214
95718387	253	1228.781389246	992.010557903	1133.44661226
95718482	253	 	1089.337292942	1198.933515278
95718486	253	1244.164229382	1089.337292942	1198.933515278
95718684	253	 	1003.865815667	1327.599331482
95718821	251	 	7745.44741732	 
95718886	253	1382.738316896	912.431468882	1192.742610278
95718900	256	3762.296633172	3037.349047383	3470.399544219
95718908	256	1537.295373102	1241.077749125	1418.024595696
95718925	251	8570.744475679	7348.244773392	8014.536193256
95718926	251	12473.571519599	9484.646356014	11685.118739757
95718971	260	9013.7026419	7097.877898061	8536.320432428
95718998	258	 	3985.427087274	 
95719270	210	8118.388856757	6622.634953524	7602.461998673
95719279	210	8118.388856757	6622.634953524	7602.461998673
95719930	207	2366.910994281	2072.366617087	2280.863612461
95719935	207	3516.566909369	2426.799924755	3172.345294515
95719936	207	1978.765116734	1664.648218014	1832.125414832
95719937	207	2339.877388302	2048.697141257	2254.812794183
95719973	210	13025.141148485	10256.701951449	12335.305804767
95719975	210	14784.309202538	12675.52931184	13824.86451816
95719977	210	14784.309202538	12675.52931184	13824.86451816
96316056	472	3582.960574973	3137.087919171	3452.704567297
96316453	472	5518.016784796	4730.947015563	5159.918763444
96374972	470	3433.206211254	2943.506211089	3210.404360681
96374974	470	3260.18803103	2659.522177407	3053.001778032
96374976	470	4235.379407151	3220.495092144	3967.661643878
96374977	470	3260.18803103	2659.522177407	3053.001778032
96500070	150	8234.523601054	6388.716015291	7991.853260565
96500182	143	10341.01131419	6789.210555973	9374.290215772
96500221	141	2403.933127512	1907.798964179	2245.882429517
96500257	142	5259.166486356	3940.931726033	4809.396423818
96500282	143	7281.868226145	5888.537223658	6863.182061648
96500381	143	10341.01131419	6789.210555973	9374.290215772
96500655	142	5738.235896543	4553.953841041	5360.965756068
96500815	145	6696.748425023	4937.838117418	6234.788621718
96500870	150	10578.113515772	7758.904985794	9273.75858569
96500920	141	4649.40998488	3535.315398754	4355.521404416
96500928	141	 	2182.55235519	 
96500981	143	 	8503.49369254	11404.04619968
96501251	132	16080.535317896	11794.857889001	14097.693529614
96501960	134	 	5096.46760295	 
96501966	134	6911.883415708	5096.46760295	6435.083019376
96503800	186	11111.61898653	8150.22412326	9741.479123248
96503834	187	5679.133578146	4507.049315899	5305.749220752
96503930	187	 	4244.372328859	 
96504102	166	1202.924950859	881.762418106	1083.487085745
96504204	166	543.035308061	475.458623939	523.29364198
96504341	169	5911.832851909	4430.00420419	5406.245999237
96504509	166	 	8094.450719604	9743.033702845
96504821	161	8056.694731801	6250.748331911	7819.264984981
96504949	169	 	8207.925136795	 
96506057	172	6644.690380705	5273.330310448	6207.823838698
96506097	178	 	4838.437833521	5854.936146566
96506122	171	 	3762.881502212	5046.405165536
96506158	172	 	4357.386215008	5272.821297413
96506274	180	6271.757945216	4865.913605919	6086.930053553
96506282	173	4617.415205509	3582.399650771	4481.340579412
96506342	179	3899.341117907	2964.978512104	3652.864289748
96506354	172	4694.39997744	3305.769201141	4201.3781413
96506359	172	 	4429.782913434	5593.289907163
96506449	179	2700.758492146	2136.354549208	2569.304128815
96506692	178	6142.2656322	4838.437833521	5854.936146566
96506722	171	4449.955769381	3337.214640279	4174.630651963
96506790	178	 	4389.085841811	5166.881290349
96506929	171	3216.660850122	2549.074951168	2970.986649853
96506942	179	2507.539888281	1987.124977142	2316.025182379
96506962	174	 	2983.250314466	 
96506967	174	5106.209608915	3961.628466489	4955.730275266
96507057	192	7277.284538147	5337.791015561	6379.944766666
96507982	193	 	3854.776760766	 
96508135	157	5982.658306728	4411.304763975	5569.958369503
96508285	153	4829.55275538	3636.298175114	4488.198750759
96508532	157	6993.396153664	4976.575082081	6753.541923318
96508834	157	4725.719570399	3541.195782951	4321.570511374
96508876	160	20151.698289149	15969.414161398	18612.601507755
96508947	159	8496.594482441	6232.138574972	7448.905318815
96508974	160	 	20223.355681548	24472.042477105
96540219	145	 	4366.300311761	5283.608140003
96544206	166	1494.032498928	1218.767913644	1399.086136214
96544208	166	 	1420.481037491	1709.787989568
96544308	166	1202.924950859	881.762418106	1083.487085745
96544888	163	 	7394.696840222	 
96546225	171	 	3832.123673918	 
96546276	180	 	4739.583404631	 
96546779	180	 	4739.583404631	5735.313576458
96570059	142	529.286960932	372.720804026	473.699445897
96570072	150	5605.060743137	4441.786251591	5176.971218101
96570085	143	10341.01131419	6789.210555973	9374.290215772
96570121	141	 	2099.0457047	 
96570129	141	2536.071697267	2047.402346182	2339.311043341
96570188	143	 	1185.374501229	1641.59674522
96570212	145	 	4357.562125377	 
96570213	145	8487.263280189	6968.263423453	8203.118190555
96570285	143	 	10477.024106065	12610.86175047
96570488	143	7882.945549794	5778.319856797	7100.251511724
96570490	148	6580.109708817	4826.4225895	5768.736440192
96570520	141	2846.748046967	2099.0457047	2650.371673782
96570596	148	5862.59461728	4652.646868685	5477.14829986
96570612	145	8718.755663128	6764.405160161	8461.815066693
96570735	147	 	6263.074483381	7538.66418968
96570819	145	5815.159024606	4357.562125377	5317.839830595
96570870	150	10578.113515772	7758.904985794	9273.75858569
96570875	150	7024.775888978	5574.972120149	6562.919974682
96570891	148	6580.109708817	4826.4225895	5768.736440192
96570982	143	 	1215.919152648	 
96571001	136	 	2573.135403791	 
96571008	136	2553.39732448	1981.041183514	2478.149037129
96571013	135	5090.850451524	3734.070814363	4463.113201885
96571077	140	 	6402.839733494	 
96571113	135	6894.191061643	5242.200602108	6458.41017092
96571117	135	3413.062463233	2708.659803184	3188.664829854
96571169	134	7198.021811878	5279.652864451	6310.455685539
96571211	135	 	3047.810895907	3688.119760207
96571272	140	8569.933374671	6319.02842924	7978.756211542
96571311	135	5032.230931062	3904.232460734	4883.931739436
96571400	136	3309.755391957	2606.280745868	3134.464681292
96571409	136	 	1488.063079495	 
96571505	136	 	2573.135403791	 
96571509	136	3309.755391957	2606.280745868	3134.464681292
96571565	134	6010.894572927	4763.393314958	5551.809271146
96571605	136	2617.445625068	2244.102736772	2447.583492369
96571675	140	8560.952289561	5620.543860513	7760.638572709
96571709	136	3433.844689843	2573.135403791	3140.178279984
96571811	135	 	2832.75585641	 
96571818	135	5090.850451524	3734.070814363	4463.113201885
96571819	135	5032.230931062	3904.232460734	4883.931739436
96571851	132	 	11794.857889001	 
96571859	132	16080.535317896	11794.857889001	14097.693529614
96571872	140	 	1662.090670025	 
96571911	135	 	3047.810895907	3688.119760207
96571953	132	 	11794.857889001	 
96572003	116	 	4523.685779558	5272.426396501
96572063	114	 	4297.402483045	4687.06321026
96572109	116	 	4793.271588995	 
96572112	115	5875.958186895	4656.461630934	5427.178724078
96572119	115	 	6241.611817396	 
96572166	114	6139.161205577	4502.992751545	5382.159952648
96572177	120	6066.564393487	4814.520476282	5667.707734018
96572191	118	3573.666451512	2836.117642578	3338.709634036
96572196	118	2341.608543547	1726.581795905	2180.078058372
96572197	118	2500.187515597	1969.469018556	2383.231064042
96572201	116	 	8764.044847603	11753.471684915
96572218	115	 	4171.389278053	 
96572224	111	 	1677.524720509	2029.95273698
96572260	114	6420.329668621	5055.715488254	6080.297244155
96572283	113	2137.799854867	1683.419449606	2024.578057048
96572289	113	2137.799854867	1683.419449606	2024.578057048
96572298	118	2486.559004991	1970.498467062	2296.64672532
96572318	115	8226.310425774	6241.611817396	8370.633541893
96572319	115	5875.958186895	4656.461630934	5427.178724078
96572324	111	1497.484250013	1306.028089922	1751.515931459
96572360	114	 	4737.670934375	 
96572364	114	5290.316656252	4192.364162881	4886.265879917
96572365	114	6420.329668621	5055.715488254	6080.297244155
96572382	113	1725.687703631	1190.905476067	1556.767554126
96572386	113	2014.372310718	1727.049598305	1883.647311707
96572387	113	1246.329354284	822.41889846	1075.076975253
96572388	113	 	1135.378314419	1373.907811125
96572443	119	 	5212.148166111	 
96572463	114	5908.313595059	4688.930165193	5519.861405192
96572472	120	3849.178199589	2898.148207877	3577.117315386
96572477	120	4125.43347355	2905.106293405	3692.166432868
96572560	114	 	4673.707195969	 
96572565	114	5030.715394909	3769.742972745	4600.482736626
96572648	119	 	5212.148166111	6990.018530625
96572664	114	5290.316656252	4192.364162881	4886.265879917
96572870	120	9657.728589036	7327.682736317	9827.16463174
96572874	120	6066.564393487	4814.520476282	5667.707734018
96572906	116	8298.814863357	6119.119572801	7726.340187794
96572909	116	8298.814863357	6119.119572801	7726.340187794
96572912	115	 	4171.389278053	5218.126916755
96572915	115	 	4801.20426037	5738.594468263
96572916	115	 	4926.749903258	5961.801533096
96572923	111	6228.117525965	4735.732031893	5834.439053941
96572926	111	 	1350.003585759	 
96572963	114	 	5055.715488254	 
96572976	120	 	2898.148207877	3577.117315386
96572982	113	1246.329354284	822.41889846	1075.076975253
96572985	113	1307.972928337	1145.205476373	1260.422493932
96572995	118	4221.714995857	3275.397523006	4097.30160352
96573011	185	5290.555076276	4022.828894407	4956.139800728
96573014	185	4890.215130484	3850.820386516	4631.220375883
96573099	188	 	5423.665029037	 
96573108	186	3928.153378649	2766.18279629	3515.605363847
96573219	185	3157.631052796	2449.833051034	3064.576075988
96573250	182	 	3192.93241449	3758.756002588
96573253	182	 	4616.630979415	5633.999791425
96573257	182	4023.272970171	3192.93241449	3758.756002588
96573291	188	 	4424.778622402	6127.769896621
96573297	188	 	5423.665029037	 
96573315	185	 	3850.820386516	 
96573416	185	2962.956984494	2248.107155173	3014.939363324
96573436	187	5355.945417505	4244.372328859	4946.882209277
96573617	185	4157.615110656	3564.588069724	3887.801914587
96573699	188	 	8853.835180774	11873.889614862
96573807	186	 	3864.420067321	 
96573838	187	6384.177446342	4707.364341942	5943.779633823
96573891	188	5868.239561416	4552.845784883	5695.303304089
96573932	187	 	3906.236444293	 
96573941	189	3350.829209859	2872.879164435	3133.373309173
96573944	189	4225.090387095	3327.065121548	4001.321857741
96573946	189	 	2872.496272719	 
96573947	189	3467.987010778	2557.115388798	3228.755895066
96573948	189	 	3357.611936196	4063.006318936
